price,id
98.6,0
124.57,1
113.73,2
92.8,3
119.28,4
317.64,5
221.99,6
201.54,7
134.79,8
94.19,9
229.96,10
98.96,11
96.46,12
130.69,13
97.25,14
77.69,15
113.5,16
214.86,17
135.5,18
112.63,19
278.99,20
140.46,21
194.09,22
216.22,23
147.76,24
261.53,25
183.76,26
124.69,27
135.33,28
209.98,29
180.17,30
96.26,31
176.29,32
148.89,33
243.95,34
124.38,35
177.95,36
138.45,37
238.92,38
196.75,39
81.18,40
124.91,41
124.85,42
294.44,43
169.53,44
248.72,45
102.98,46
86.04,47
77.39,48
271.73,49
183.09,50
195.3,51
110.41,52
58.58,53
137.83,54
152.05,55
132.88,56
203.95,57
109.4,58
261.86,59
341.25,60
386.51,61
88.77,62
221.8,63
237.11,64
106.88,65
169.79,66
140.29,67
174.08,68
246.59,69
135.86,70
458.58,71
185.62,72
111.67,73
159.45,74
163.64,75
100.72,76
185.23,77
137.48,78
122.59,79
134.06,80
79.44,81
102.23,82
78.95,83
259.37,84
174.36,85
68.8,86
133.83,87
170.42,88
252.39,89
178.1,90
146.71,91
178.88,92
98.84,93
170.23,94
576.83,95
118.19,96
101.77,97
187.52,98
181.34,99
220.48,100
137.4,101
166.36,102
351.3,103
160.95,104
140.58,105
47.1,106
171.66,107
143.86,108
229.77,109
117.1,110
93.2,111
242.66,112
138.88,113
90.04,114
126.22,115
271.3,116
106.91,117
69.16,118
101.71,119
205.12,120
273.31,121
97.72,122
101.02,123
85.27,124
193.67,125
255.68,126
216.52,127
147.39,128
78.84,129
154.83,130
179.9,131
191.61,132
158.43,133
80.13,134
236.0,135
184.82,136
60.57,137
125.55,138
70.89,139
350.85,140
91.06,141
154.36,142
195.46,143
145.31,144
79.08,145
124.91,146
87.53,147
130.1,148
153.89,149
84.68,150
79.16,151
169.21,152
421.92,153
106.49,154
185.98,155
115.67,156
235.13,157
70.51,158
72.8,159
159.23,160
437.03,161
134.36,162
57.25,163
202.84,164
514.5,165
145.95,166
109.72,167
123.45,168
209.03,169
252.54,170
192.93,171
186.7,172
87.98,173
154.31,174
148.2,175
143.39,176
132.43,177
161.02,178
121.91,179
185.25,180
68.89,181
72.88,182
112.5,183
217.15,184
222.7,185
185.33,186
184.82,187
108.91,188
202.64,189
156.7,190
161.37,191
253.86,192
61.87,193
128.97,194
146.79,195
138.84,196
131.93,197
269.28,198
52.44,199
153.29,200
457.53,201
253.98,202
77.69,203
146.8,204
199.87,205
209.81,206
142.61,207
88.84,208
202.88,209
133.53,210
72.87,211
74.34,212
223.36,213
187.4,214
239.41,215
77.51,216
140.46,217
119.38,218
177.65,219
125.54,220
196.88,221
139.32,222
247.88,223
217.3,224
95.69,225
87.94,226
178.68,227
185.06,228
123.26,229
256.93,230
100.4,231
341.58,232
97.51,233
342.39,234
96.83,235
163.03,236
256.61,237
152.14,238
237.24,239
78.97,240
121.9,241
117.24,242
391.33,243
67.5,244
132.31,245
160.52,246
235.91,247
88.22,248
372.49,249
74.97,250
262.13,251
178.94,252
114.77,253
169.53,254
58.62,255
181.07,256
221.34,257
196.47,258
184.71,259
177.62,260
302.69,261
133.89,262
167.07,263
339.26,264
182.77,265
194.23,266
150.33,267
136.7,268
152.61,269
104.79,270
117.32,271
127.4,272
109.25,273
121.35,274
156.97,275
135.23,276
146.79,277
124.9,278
193.14,279
125.71,280
97.43,281
95.27,282
107.21,283
104.83,284
202.59,285
230.46,286
156.73,287
96.29,288
213.25,289
205.57,290
164.33,291
147.81,292
178.19,293
165.98,294
229.34,295
170.96,296
152.45,297
142.69,298
330.37,299
152.59,300
124.87,301
103.07,302
192.71,303
81.16,304
229.42,305
134.55,306
218.53,307
130.78,308
171.42,309
135.94,310
94.87,311
165.03,312
261.02,313
153.9,314
221.81,315
97.47,316
113.31,317
172.07,318
126.08,319
133.55,320
134.88,321
143.03,322
191.17,323
143.98,324
128.7,325
85.02,326
122.44,327
212.79,328
120.48,329
142.31,330
108.12,331
231.53,332
73.34,333
423.06,334
159.73,335
106.67,336
157.52,337
103.94,338
98.84,339
293.18,340
89.29,341
237.16,342
119.37,343
148.76,344
295.01,345
371.53,346
170.53,347
205.05,348
114.4,349
197.9,350
202.61,351
72.72,352
143.74,353
80.48,354
122.79,355
554.61,356
213.28,357
229.51,358
169.09,359
203.63,360
190.08,361
204.66,362
124.67,363
234.7,364
312.76,365
362.51,366
90.31,367
184.03,368
123.97,369
99.4,370
199.37,371
191.97,372
113.87,373
376.56,374
140.27,375
270.88,376
196.42,377
137.88,378
235.64,379
152.39,380
223.81,381
176.13,382
233.85,383
185.71,384
145.41,385
382.85,386
114.91,387
231.74,388
214.03,389
83.24,390
140.9,391
97.59,392
60.92,393
152.63,394
188.17,395
97.45,396
160.22,397
135.8,398
103.28,399
132.72,400
141.68,401
116.46,402
136.56,403
198.81,404
72.72,405
89.28,406
124.36,407
153.2,408
166.88,409
134.75,410
205.71,411
70.5,412
222.11,413
212.68,414
309.0,415
144.31,416
280.6,417
343.24,418
159.11,419
101.39,420
235.03,421
159.53,422
114.93,423
201.26,424
300.99,425
250.55,426
187.56,427
172.6,428
134.66,429
312.4,430
99.69,431
117.96,432
177.95,433
86.41,434
184.04,435
394.7,436
89.66,437
96.02,438
93.4,439
247.95,440
437.57,441
187.38,442
127.19,443
231.47,444
235.77,445
159.98,446
138.94,447
127.3,448
116.89,449
160.17,450
168.9,451
148.21,452
196.23,453
125.49,454
367.36,455
162.12,456
87.43,457
94.53,458
235.44,459
181.01,460
324.0,461
119.19,462
354.87,463
296.67,464
220.27,465
150.23,466
141.85,467
231.81,468
109.08,469
141.65,470
171.79,471
142.89,472
173.21,473
82.97,474
133.17,475
141.18,476
294.27,477
215.83,478
133.3,479
124.94,480
86.78,481
183.27,482
239.67,483
146.63,484
156.7,485
191.52,486
263.4,487
113.11,488
168.89,489
184.23,490
60.69,491
138.44,492
150.09,493
178.16,494
265.75,495
148.67,496
78.29,497
102.66,498
308.01,499
160.94,500
201.83,501
155.06,502
101.28,503
163.19,504
99.55,505
161.91,506
126.83,507
217.92,508
467.63,509
87.23,510
188.4,511
131.59,512
217.6,513
93.32,514
194.25,515
103.5,516
165.15,517
238.31,518
190.19,519
100.23,520
74.73,521
126.82,522
237.09,523
167.71,524
95.55,525
274.07,526
229.84,527
199.69,528
119.68,529
136.79,530
155.3,531
153.18,532
63.86,533
312.89,534
113.66,535
64.79,536
133.22,537
230.94,538
189.27,539
247.29,540
171.02,541
199.34,542
369.09,543
263.46,544
190.24,545
99.16,546
101.54,547
95.65,548
119.41,549
145.9,550
370.46,551
94.85,552
148.6,553
124.33,554
105.71,555
148.85,556
133.84,557
201.7,558
79.89,559
129.3,560
302.63,561
199.8,562
164.54,563
142.57,564
162.61,565
132.36,566
126.52,567
101.89,568
114.77,569
166.4,570
386.01,571
116.49,572
63.05,573
123.07,574
138.39,575
163.75,576
88.11,577
129.73,578
134.06,579
131.01,580
128.04,581
144.05,582
185.02,583
202.81,584
110.31,585
255.79,586
160.59,587
211.52,588
172.89,589
236.24,590
206.08,591
63.4,592
129.88,593
130.77,594
180.61,595
226.79,596
92.35,597
285.72,598
252.28,599
296.99,600
169.14,601
74.11,602
176.71,603
180.82,604
179.42,605
213.56,606
86.76,607
128.74,608
70.68,609
114.84,610
232.18,611
164.11,612
69.9,613
250.24,614
296.32,615
226.97,616
253.15,617
165.45,618
193.48,619
154.57,620
169.68,621
124.73,622
134.7,623
249.45,624
99.34,625
132.32,626
116.12,627
215.05,628
193.41,629
109.38,630
90.78,631
113.1,632
103.7,633
172.88,634
110.23,635
273.35,636
61.49,637
130.06,638
90.07,639
175.18,640
80.77,641
145.86,642
112.62,643
41.88,644
196.17,645
219.77,646
120.13,647
238.39,648
85.69,649
169.51,650
97.31,651
162.41,652
114.36,653
64.95,654
382.82,655
141.29,656
144.37,657
157.34,658
118.52,659
96.17,660
307.09,661
190.03,662
98.9,663
315.26,664
555.75,665
142.96,666
271.97,667
191.25,668
167.7,669
290.78,670
136.32,671
149.04,672
175.27,673
296.54,674
133.5,675
289.04,676
140.98,677
149.55,678
131.03,679
102.61,680
266.54,681
313.85,682
254.39,683
235.67,684
105.68,685
113.1,686
158.61,687
188.2,688
229.1,689
121.87,690
374.86,691
194.41,692
468.27,693
93.43,694
135.23,695
84.3,696
160.37,697
143.68,698
142.36,699
94.43,700
161.36,701
122.89,702
180.72,703
313.04,704
84.04,705
155.87,706
250.46,707
139.17,708
466.01,709
129.13,710
127.16,711
109.49,712
97.33,713
199.12,714
85.36,715
85.25,716
116.08,717
142.71,718
212.22,719
154.38,720
149.13,721
191.06,722
182.42,723
193.59,724
133.19,725
269.31,726
240.44,727
121.18,728
145.96,729
126.74,730
316.0,731
208.11,732
71.7,733
72.17,734
215.83,735
99.03,736
129.68,737
108.52,738
258.6,739
201.64,740
236.05,741
223.14,742
215.97,743
175.44,744
122.8,745
210.51,746
72.19,747
158.01,748
266.29,749
220.85,750
335.02,751
832.91,752
99.41,753
291.44,754
103.51,755
107.07,756
147.88,757
399.24,758
214.0,759
144.4,760
401.52,761
157.46,762
127.07,763
263.73,764
168.87,765
131.82,766
213.43,767
173.77,768
109.38,769
77.89,770
216.79,771
67.23,772
208.61,773
268.31,774
162.56,775
261.02,776
100.7,777
139.79,778
117.27,779
255.56,780
213.69,781
356.05,782
116.11,783
126.68,784
270.15,785
148.39,786
127.24,787
210.1,788
116.01,789
105.78,790
234.44,791
217.55,792
158.56,793
127.63,794
69.06,795
123.38,796
105.43,797
165.95,798
476.12,799
132.86,800
165.01,801
135.5,802
117.77,803
81.88,804
158.65,805
217.61,806
247.57,807
142.06,808
133.8,809
98.09,810
98.41,811
133.21,812
174.99,813
102.11,814
146.91,815
201.51,816
424.29,817
191.75,818
175.91,819
243.07,820
199.79,821
207.1,822
355.95,823
136.38,824
128.49,825
176.92,826
135.9,827
144.6,828
153.02,829
180.11,830
208.83,831
120.41,832
245.23,833
165.39,834
88.31,835
222.91,836
163.78,837
218.06,838
161.01,839
319.83,840
218.24,841
173.54,842
141.48,843
152.19,844
60.05,845
81.78,846
85.97,847
132.51,848
99.7,849
158.7,850
212.62,851
198.37,852
105.67,853
177.9,854
177.38,855
147.74,856
139.02,857
115.25,858
135.0,859
143.78,860
61.46,861
80.17,862
235.66,863
203.63,864
150.39,865
317.68,866
143.8,867
131.24,868
158.24,869
198.94,870
394.46,871
124.64,872
187.79,873
232.79,874
256.88,875
246.14,876
259.87,877
207.15,878
99.17,879
146.71,880
128.01,881
182.05,882
103.27,883
197.63,884
143.87,885
291.17,886
252.75,887
122.86,888
129.07,889
209.87,890
91.46,891
72.23,892
144.9,893
84.76,894
189.9,895
136.55,896
152.31,897
66.28,898
198.43,899
178.98,900
162.2,901
130.37,902
154.57,903
91.41,904
147.21,905
165.92,906
113.52,907
85.85,908
140.79,909
186.51,910
424.97,911
126.7,912
137.32,913
195.93,914
151.79,915
194.35,916
229.48,917
99.94,918
282.23,919
132.99,920
77.89,921
179.91,922
211.93,923
238.81,924
131.84,925
128.24,926
132.08,927
254.21,928
186.21,929
